,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離,A_ゴール期待値,H_ゴール期待値
5836,14,0518,甲府,0-3,H,博多陸,曇時々雨,アビスパ福岡,2019,fuku,ファビオ　ペッキア,7,2,0,537,15,17,3,5,18,16,21,39,3,3,2,0,37,12,130,5.4%,60.7%,(0.0%),(80.3%),(13.3%),(94.4%),(62.5%),(57.1%),16,3,0,318,10,14,4,4,24,11,15,38,4,3,0,0,24,10,127,12.6%,39.3%,(18.8%),(70.8%),(10.0%),(87.5%),(36.4%),(80.0%),,,,,1.201,0.485
5837,15,0526,鹿児島,1-0,A,白波スタ,晴,アビスパ福岡,2019,fuku,ファビオ　ペッキア,16,5,0,503,18,13,1,10,24,20,18,13,1,1,0,0,50,14,126,12.7%,59.7%,(0.0%),(76.9%),(0.0%),(91.7%),(55.0%),(50.0%),11,4,0,292,15,9,1,5,21,6,15,36,4,1,4,0,23,11,115,9.6%,40.3%,(9.1%),(68.2%),(40.0%),(90.5%),(16.7%),(66.7%),,,,,1.169,0.915
5838,16,0602,大宮,1-1,H,レベスタ,晴時々曇,アビスパ福岡,2019,fuku,ファビオ　ペッキア,14,3,0,490,14,15,1,5,20,8,13,30,0,0,3,0,41,11,115,12.2%,57.4%,(7.1%),(77.3%),(35.7%),(100.0%),(62.5%),(69.2%),10,5,0,340,19,14,0,4,13,7,16,16,2,1,0,0,32,14,110,9.1%,42.6%,(10.0%),(68.2%),(31.6%),(76.9%),(71.4%),(56.3%),,,,,1.063,1.29
5839,17,0609,水戸,2-4,A,Ｋｓスタ,曇時々晴,アビスパ福岡,2019,fuku,久藤　清一,18,6,0,469,17,12,1,7,16,12,17,25,0,1,2,0,46,18,129,14.0%,53.4%,(22.2%),(74.2%),(23.5%),(93.8%),(50.0%),(70.6%),11,4,1,432,20,15,2,7,14,8,19,31,2,1,1,0,21,9,129,8.5%,46.6%,(18.2%),(71.1%),(20.0%),(85.7%),(37.5%),(57.9%),,,,,1.948,1.744
5840,18,0616,柏,1-1,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,10,3,0,317,5,15,0,4,18,6,21,46,4,1,0,0,15,3,123,8.1%,39.7%,(10.0%),(71.6%),(0.0%),(88.9%),(66.7%),(76.2%),21,10,0,628,34,9,2,8,29,13,22,25,2,0,0,0,69,17,123,17.1%,60.3%,(4.8%),(81.5%),(20.6%),(93.1%),(76.9%),(72.7%),,,,,1.652,1.019
5841,19,0622,徳島,1-2,A,鳴門大塚,晴,アビスパ福岡,2019,fuku,久藤　清一,19,6,0,404,4,13,1,6,22,9,23,26,3,2,0,0,27,6,116,16.4%,50.9%,(10.5%),(81.2%),(0.0%),(63.6%),(33.3%),(69.6%),10,1,0,487,12,13,2,5,22,7,19,17,3,1,1,0,38,5,113,8.8%,49.1%,(10.0%),(80.3%),(8.3%),(100.0%),(28.6%),(68.4%),,,,,0.905,1.045
5842,20,0630,山口,2-4,H,レベスタ,雨,アビスパ福岡,2019,fuku,久藤　清一,10,3,1,453,7,17,6,2,26,12,18,18,2,3,2,0,23,8,132,7.6%,52.1%,(20.0%),(80.4%),(42.9%),(92.3%),(33.3%),(77.8%),11,5,0,428,17,18,4,4,31,7,22,20,3,6,2,0,37,8,139,7.9%,47.9%,(36.4%),(72.4%),(17.6%),(90.3%),(28.6%),(68.2%),,,,,1.09,1.699
5843,21,0706,岐阜,1-3,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,21,3,0,630,37,10,1,10,24,28,18,27,2,2,1,0,73,17,125,16.8%,66.7%,(4.8%),(84.1%),(35.1%),(100.0%),(57.1%),(77.8%),7,5,0,249,7,11,1,1,19,4,29,51,4,1,2,0,15,6,110,6.4%,33.3%,(42.9%),(66.7%),(14.3%),(52.6%),(75.0%),(72.4%),,,,,0.754,2.966
5844,22,0714,町田,2-0,A,町田,雨,アビスパ福岡,2019,fuku,久藤　清一,8,0,0,538,28,12,3,9,37,8,21,8,2,3,2,0,49,11,158,5.1%,57.9%,(0.0%),(68.4%),(14.3%),(97.3%),(37.5%),(71.4%),9,3,0,287,9,12,3,1,28,9,34,38,3,4,1,0,21,9,147,6.1%,42.1%,(22.2%),(55.1%),(44.4%),(75.0%),(33.3%),(47.1%),,,,,1.28,0.537
5845,23,0720,千葉,0-3,A,フクアリ,曇,アビスパ福岡,2019,fuku,久藤　清一,17,9,0,437,13,6,4,7,20,9,13,23,5,3,0,0,37,12,105,16.2%,49.8%,(17.6%),(79.4%),(46.2%),(80.0%),(44.4%),(76.9%),7,1,0,451,14,16,3,4,19,14,20,16,2,4,2,0,31,8,106,6.6%,50.2%,(0.0%),(77.4%),(14.3%),(89.5%),(71.4%),(50.0%),,,,,0.692,1.908
5846,24,0727,水戸,1-1,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,19,6,0,424,16,12,4,4,24,9,13,29,1,1,1,0,35,13,129,14.7%,47.6%,(5.3%),(70.8%),(37.5%),(79.2%),(88.9%),(69.2%),13,4,0,526,13,11,1,2,26,6,9,25,0,4,0,0,38,9,125,10.4%,52.4%,(7.7%),(73.6%),(15.4%),(96.2%),(83.3%),(77.8%),,,,,0.876,2.515
5847,25,0731,山形,2-1,A,ＮＤスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,16,4,0,674,22,9,1,5,23,12,11,11,0,4,1,0,57,16,120,13.3%,63.3%,(6.3%),(84.7%),(31.8%),(95.7%),(75.0%),(72.7%),11,4,0,303,6,11,5,2,18,8,14,18,1,1,3,0,17,5,110,10.0%,36.7%,(18.2%),(71.9%),(16.7%),(77.8%),(50.0%),(64.3%),,,,,0.921,1.835
5848,26,0804,横浜FC,0-2,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,13,5,0,506,16,7,4,6,23,10,13,16,0,2,1,0,36,11,92,14.1%,49.9%,(0.0%),(82.4%),(25.0%),(100.0%),(60.0%),(92.3%),10,5,0,487,14,7,2,6,16,5,10,16,0,4,0,0,26,8,95,10.5%,50.1%,(20.0%),(84.2%),(35.7%),(75.0%),(20.0%),(50.0%),,,,,0.794,1.226
5849,27,0811,岐阜,2-0,A,長良川,晴,アビスパ福岡,2019,fuku,久藤　清一,12,0,0,450,10,13,1,5,23,6,23,7,2,2,0,0,40,9,124,9.7%,47.9%,(0.0%),(75.8%),(20.0%),(69.6%),(50.0%),(69.6%),8,3,0,476,10,9,2,3,13,9,16,25,1,1,0,0,33,10,116,6.9%,52.1%,(25.0%),(78.4%),(30.0%),(100.0%),(44.4%),(62.5%),,,,,0.422,0.797
5850,28,0817,徳島,0-1,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,9,1,0,517,6,9,3,2,18,9,24,13,2,0,1,0,29,5,99,9.1%,46.3%,(0.0%),(83.8%),(16.7%),(100.0%),(22.2%),(62.5%),9,4,0,571,5,11,0,3,14,15,9,23,3,3,2,0,41,13,94,9.6%,53.7%,(11.1%),(87.7%),(20.0%),(85.7%),(53.3%),(44.4%),,,,,0.635,0.771
5851,29,0824,京都,1-1,A,たけびし,曇一時雨,アビスパ福岡,2019,fuku,久藤　清一,10,6,0,696,18,10,5,7,15,10,11,15,1,2,2,0,78,19,103,9.7%,60.4%,(10.0%),(85.8%),(16.7%),(100.0%),(40.0%),(72.7%),8,2,1,463,14,10,1,2,14,7,20,28,0,4,2,0,30,10,97,8.2%,39.6%,(12.5%),(82.9%),(28.6%),(100.0%),(57.1%),(65.0%),,,,,1.851,0.487
5852,30,0831,愛媛,3-0,H,レベスタ,曇,アビスパ福岡,2019,fuku,久藤　清一,16,7,0,424,8,8,3,4,17,6,23,20,2,3,0,0,31,10,110,14.5%,42.9%,(18.8%),(78.3%),(0.0%),(100.0%),(50.0%),(56.5%),11,3,0,614,9,9,3,6,16,7,18,21,0,3,3,0,42,9,113,9.7%,57.1%,(0.0%),(83.1%),(22.2%),(93.8%),(28.6%),(77.8%),,,,,1.415,0.997
5853,31,0907,長崎,0-1,A,トラスタ,曇,アビスパ福岡,2019,fuku,久藤　清一,6,1,0,647,10,12,0,1,18,8,14,18,0,0,1,0,57,8,97,6.2%,60.9%,(16.7%),(89.3%),(20.0%),(100.0%),(37.5%),(64.3%),12,4,0,400,18,13,0,4,12,10,18,17,2,0,2,0,36,10,96,12.5%,39.1%,(0.0%),(79.5%),(27.8%),(100.0%),(30.0%),(66.7%),,,,,0.951,0.774
5854,32,0914,栃木,1-0,A,栃木グ,晴,アビスパ福岡,2019,fuku,久藤　清一,6,1,0,284,10,20,0,4,33,7,22,24,0,1,1,0,24,6,142,4.2%,41.5%,(0.0%),(45.4%),(10.0%),(66.7%),(42.9%),(63.6%),11,4,0,373,14,19,1,6,31,7,14,39,1,0,1,0,20,8,141,7.8%,58.5%,(9.1%),(60.1%),(28.6%),(90.3%),(57.1%),(71.4%),,,,,1.154,0.602
5855,33,0921,岡山,1-1,H,博多陸,曇,アビスパ福岡,2019,fuku,久藤　清一,10,2,1,474,10,15,3,2,20,7,13,24,2,0,2,0,32,7,106,9.4%,51.6%,(10.0%),(77.6%),(0.0%),(90.0%),(57.1%),(53.8%),11,3,0,434,9,11,0,1,18,5,8,21,0,3,1,0,37,16,107,10.3%,48.4%,(9.1%),(76.3%),(22.2%),(94.4%),(60.0%),(75.0%),,,,,1.407,1.197
5856,34,0928,山口,0-2,A,みらスタ,曇,アビスパ福岡,2019,fuku,久藤　清一,17,6,1,600,11,9,0,3,21,2,17,16,2,2,0,0,58,10,110,15.5%,57.5%,(11.8%),(84.5%),(9.1%),(100.0%),(100.0%),(58.8%),13,4,1,412,8,10,2,7,20,7,15,14,1,0,0,0,21,10,109,11.9%,42.5%,(0.0%),(79.1%),(37.5%),(100.0%),(42.9%),(40.0%),,,,,2.652,2.576
5857,35,1005,琉球,0-1,H,博多陸,晴,アビスパ福岡,2019,fuku,久藤　清一,10,3,0,482,18,11,1,2,18,5,18,27,1,2,0,0,36,12,107,9.3%,50.4%,(0.0%),(78.4%),(22.2%),(88.9%),(60.0%),(66.7%),9,2,0,532,8,13,2,4,19,13,12,20,3,1,1,0,35,9,109,8.3%,49.6%,(11.1%),(80.8%),(0.0%),(100.0%),(38.5%),(58.3%),,,,,1.248,1.224
5858,37,1019,新潟,2-1,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,6,4,0,443,9,7,3,2,10,9,20,35,2,0,0,0,36,6,96,6.3%,45.3%,(33.3%),(79.7%),(22.2%),(90.0%),(33.3%),(80.0%),26,7,0,607,32,4,0,7,24,17,9,10,1,3,0,0,51,26,106,24.5%,54.7%,(3.8%),(82.9%),(28.1%),(100.0%),(47.1%),(88.9%),,,,,3.069,0.849
5859,38,1027,柏,0-4,A,三協Ｆ柏,曇時々晴,アビスパ福岡,2019,fuku,久藤　清一,23,7,0,656,14,13,0,9,19,15,21,20,3,1,0,0,56,13,114,20.2%,59%,(17.4%),(86.6%),(28.6%),(100.0%),(46.7%),(81.0%),5,1,0,427,11,3,1,6,17,11,21,26,0,0,1,0,26,4,105,4.8%,41%,(0.0%),(79.9%),(18.2%),(94.1%),(27.3%),(71.4%),,,,,0.537,2.356
5860,39,1102,東京Ｖ,2-0,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,16,7,0,265,9,5,1,7,16,9,16,37,5,2,0,0,27,11,92,17.4%,30.3%,(12.5%),(77.4%),(33.3%),(87.5%),(66.7%),(62.5%),9,1,0,816,16,1,2,4,17,6,8,19,1,1,3,0,87,14,93,9.7%,69.7%,(0.0%),(90.1%),(18.8%),(100.0%),(16.7%),(62.5%),,,,,0.989,1.441
5861,36,1106,大宮,0-3,A,ＮＡＣＫ,晴,アビスパ福岡,2019,fuku,久藤　清一,11,8,0,460,15,12,0,4,21,16,14,26,1,3,0,0,33,11,115,9.6%,44.8%,(27.3%),(80.4%),(33.3%),(81.0%),(25.0%),(85.7%),5,0,0,578,10,9,3,2,19,8,32,25,0,0,0,0,27,3,106,4.7%,55.2%,(0.0%),(82.2%),(10.0%),(89.5%),(50.0%),(56.3%),,,,,0.367,1.336
5862,40,1110,甲府,0-2,A,中銀スタ,晴,アビスパ福岡,2019,fuku,久藤　清一,15,5,0,409,16,7,2,4,23,12,13,16,2,2,0,0,41,18,118,12.7%,44.4%,(13.3%),(74.3%),(25.0%),(95.7%),(25.0%),(69.2%),13,2,0,530,12,9,2,5,17,11,23,26,1,2,0,0,33,10,120,10.8%,55.6%,(0.0%),(80.8%),(33.3%),(94.1%),(63.6%),(65.2%),,,,,0.795,1.661
5863,41,1116,金沢,0-2,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,12,2,0,563,19,7,1,9,23,16,23,15,3,1,2,0,42,8,121,9.9%,61.8%,(0.0%),(80.8%),(5.3%),(95.7%),(56.3%),(82.6%),14,6,0,356,15,12,1,7,14,6,15,31,1,1,0,0,30,10,104,13.5%,38.2%,(14.3%),(75.6%),(26.7%),(100.0%),(16.7%),(66.7%),,,,,1.639,0.822
5864,42,1124,鹿児島,2-1,H,レベスタ,晴,アビスパ福岡,2019,fuku,久藤　清一,12,5,0,397,15,12,1,4,13,3,25,34,5,2,0,0,28,7,115,10.4%,51.6%,(16.7%),(73.3%),(20.0%),(100.0%),(33.3%),(64.0%),15,3,1,359,23,12,2,3,23,6,14,23,0,0,0,0,44,22,123,12.2%,48.4%,(6.7%),(72.4%),(34.8%),(91.3%),(50.0%),(71.4%),,,,,2.864,1.206
5865,1,0223,北九州,1-0,A,ミクスタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,10,0,0,543,14,11,1,3,31,12,17,30,1,0,0,0,40,7,127,7.9%,60.4%,(0.0%),(81.4%),(35.7%),(83.9%),(50.0%),(58.8%),24,7,0,273,17,9,0,7,22,15,16,30,6,1,4,0,45,19,119,20.2%,39.6%,(4.2%),(64.8%),(23.5%),(90.9%),(53.3%),(56.3%),,,,,2.826,1.407
5866,2,0628,琉球,1-1,A,タピスタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,10,4,0,444,9,10,4,8,18,4,16,24,1,0,0,0,37,9,110,9.1%,53.5%,(10.0%),(79.7%),(22.2%),(88.9%),(25.0%),(62.5%),9,4,0,384,15,13,0,2,21,7,11,23,1,3,0,0,29,7,102,8.8%,46.5%,(11.1%),(74.5%),(20.0%),(100.0%),(57.1%),(54.5%),,,,,0.84,1.056
5867,3,0704,長崎,1-2,H,ベススタ,曇,アビスパ福岡,2020,fuku,長谷部　茂利,14,4,0,251,9,11,1,6,17,10,12,34,1,0,2,0,19,8,98,14.3%,33.4%,(7.1%),(66.1%),(22.2%),(82.4%),(30.0%),(83.3%),14,4,0,592,18,12,0,6,26,13,14,28,1,1,2,0,49,23,110,12.7%,66.6%,(14.3%),(84.8%),(22.2%),(100.0%),(46.2%),(50.0%),,,,,1.892,1.255
5868,4,0711,京都,0-2,A,サンガＳ,曇のち雨,アビスパ福岡,2020,fuku,長谷部　茂利,8,3,1,428,10,16,1,2,21,11,17,26,0,1,0,0,27,12,110,7.3%,47.9%,(25.0%),(79.0%),(20.0%),(85.7%),(63.6%),(82.4%),11,3,0,491,18,9,1,4,24,13,19,24,2,0,1,0,45,12,110,10.0%,52.1%,(0.0%),(81.3%),(11.1%),(91.7%),(30.8%),(57.9%),,,,,1.238,1.715
5869,5,0715,磐田,1-0,H,ベススタ,曇,アビスパ福岡,2020,fuku,長谷部　茂利,11,5,0,265,14,15,2,4,20,5,24,34,1,2,5,0,24,9,117,9.4%,38%,(9.1%),(58.5%),(21.4%),(90.0%),(40.0%),(75.0%),6,0,0,497,12,15,3,2,24,17,21,14,1,1,1,0,53,12,123,4.9%,62%,(0.0%),(79.1%),(16.7%),(91.7%),(29.4%),(61.9%),,,,,0.371,0.72
5870,6,0719,徳島,1-0,A,鳴門大塚,晴,アビスパ福岡,2020,fuku,長谷部　茂利,11,3,0,591,16,14,0,3,19,14,15,10,3,3,0,0,43,13,106,10.4%,72.7%,(0.0%),(86.0%),(25.0%),(89.5%),(35.7%),(53.3%),6,2,0,211,3,3,3,3,25,9,14,20,3,0,2,0,11,3,95,6.3%,27.3%,(16.7%),(58.8%),(33.3%),(88.0%),(0.0%),(71.4%),,,,,0.748,1.438
5871,7,0725,岡山,1-0,H,ベススタ,曇,アビスパ福岡,2020,fuku,長谷部　茂利,12,5,0,229,10,13,1,6,18,7,26,31,2,2,1,0,25,6,127,9.4%,36.5%,(8.3%),(58.5%),(60.0%),(88.9%),(71.4%),(73.1%),9,2,0,500,7,8,2,4,29,11,17,18,1,1,1,0,32,9,129,7.0%,63.5%,(0.0%),(78.0%),(14.3%),(89.7%),(63.6%),(52.9%),,,,,0.323,1.106
5872,8,0729,愛媛,1-1,H,ベススタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,19,2,0,444,15,9,0,8,27,10,17,13,2,3,2,0,32,8,105,18.1%,48.5%,(5.3%),(80.4%),(26.7%),(96.3%),(50.0%),(76.5%),11,4,0,503,10,9,3,6,19,3,17,25,3,0,2,0,29,11,97,11.3%,51.5%,(9.1%),(84.7%),(40.0%),(89.5%),(33.3%),(52.9%),,,,,0.669,1.181
5873,10,0808,甲府,2-2,H,ベススタ,曇,アビスパ福岡,2020,fuku,長谷部　茂利,12,4,0,478,20,11,3,6,19,7,18,12,1,1,4,0,43,8,95,12.6%,49.4%,(16.7%),(80.3%),(20.0%),(94.7%),(85.7%),(100.0%),8,1,0,539,8,15,1,1,11,7,14,29,2,2,2,0,27,9,89,9.0%,50.6%,(12.5%),(85.3%),(12.5%),(81.8%),(71.4%),(57.1%),,,,,0.589,0.592
5874,11,0812,東京Ｖ,1-3,H,ベススタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,11,3,0,387,19,8,2,10,25,23,19,24,2,0,2,0,48,9,105,10.5%,48.1%,(9.1%),(74.2%),(21.1%),(100.0%),(47.8%),(57.9%),7,6,0,424,9,16,0,2,24,6,23,30,2,2,0,0,26,8,104,6.7%,51.9%,(42.9%),(76.2%),(22.2%),(79.2%),(66.7%),(52.2%),,,,,1.117,1.914
5875,12,0815,松本,0-1,A,サンアル,晴,アビスパ福岡,2020,fuku,長谷部　茂利,12,5,0,311,8,12,1,5,18,9,18,21,1,0,1,0,23,3,113,10.6%,42.4%,(8.3%),(70.7%),(12.5%),(83.3%),(33.3%),(83.3%),12,0,0,439,19,13,1,4,25,8,22,18,4,1,2,0,31,12,120,10.0%,57.6%,(0.0%),(77.2%),(36.8%),(92.0%),(37.5%),(63.6%),,,,,1.032,1.032
5876,13,0819,水戸,0-1,H,ベススタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,17,3,0,338,15,9,5,6,21,13,21,26,3,1,1,0,40,15,117,14.5%,44.1%,(0.0%),(70.4%),(33.3%),(95.2%),(23.1%),(85.7%),14,6,0,436,10,15,1,5,21,10,24,20,2,5,0,0,49,12,118,11.9%,55.9%,(7.1%),(77.8%),(40.0%),(90.5%),(50.0%),(70.8%),,,,,1.482,1.644
5877,14,0823,栃木,1-0,A,栃木グ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,13,1,0,306,26,10,2,3,43,12,18,15,0,0,1,0,31,12,133,9.8%,48.3%,(0.0%),(52.0%),(23.1%),(69.8%),(41.7%),(83.3%),6,1,0,297,7,13,0,3,19,9,24,60,4,2,0,0,16,4,123,4.9%,51.7%,(16.7%),(57.6%),(14.3%),(94.7%),(11.1%),(79.2%),,,,,0.339,1.44
5878,15,0829,新潟,0-1,H,ベススタ,晴,アビスパ福岡,2020,fuku,長谷部　茂利,9,0,0,494,16,10,2,3,25,9,12,12,2,2,1,0,45,5,123,7.3%,50%,(0.0%),(77.3%),(18.8%),(96.0%),(77.8%),(58.3%),12,3,0,512,7,13,2,0,25,10,14,20,4,1,0,0,32,12,115,10.4%,50%,(8.3%),(80.3%),(28.6%),(84.0%),(40.0%),(78.6%),,,,,0.97,0.371
