,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
916,宇津元　伸弥,Shinya UTSUMOTO,大分,FW,2000/03/29,176/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
917,畝尾　拳槙,Kenshin UNEO,神戸,MF,2000/04/06,164/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
918,鵜木　郁哉,Fumiya UNOKI,柏,FW,2001/07/04,167/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
919,宇野沢　祐次,Yuji UNOZAWA,長野,FW,1983/05/03,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
920,ウベダ,Claudio Fernando UBEDA,東京Ｖ,DF,1969/09/17,181/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
921,梅井　大輝,Daiki UMEI,相模原,DF,1989/10/05,194/88,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
922,梅木　絢都,Kento UMEKI,Ｃ大阪,DF,1999/11/20,180/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
923,梅木　翼,Tsubasa UMEKI,山口,FW,1998/11/24,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
924,梅崎　司,Tsukasa UMESAKI,湘南,MF,1987/02/23,169/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
925,梅澤　貴史,Takashi UMEZAWA,Ｇ大阪,MF,1972/12/07,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
926,梅澤　学,Manabu UMEZAWA,横浜Ｆ,MF,1972/08/29,170/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
927,梅田　凱斗,Kaito UMEDA,岡山,FW,2003/08/07,175/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
928,梅田　魁人,Kaito UMEDA,宮崎,FW,1997/05/15,177/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
929,梅田　高志,Takashi UMEDA,大分,MF,1976/05/30,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
930,梅田　透吾,Togo UMEDA,岡山,GK,2000/07/23,184/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
931,梅田　直哉,Naoya UMEDA,岐阜,FW,1978/04/27,185/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
932,梅津　怜央,Reo UMETSU,新潟,DF,1998/07/24,178/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
933,梅津　怜央,Reo UMETSU,仙台,MF,1999/11/07,163/54,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
934,梅津　克貴,Katsuki UMEZU,Ｇ大阪,MF,1999/04/03,174/57,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
935,梅内　和磨,Kazuma UMENAI,岩手,FW,1991/06/21,179/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
936,梅原　翔琉,Kakeru UMEHARA,FC東京,MF,2002/06/28,171/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
937,梅鉢　貴秀,Takahide UMEBACHI,相模原,MF,1992/06/08,177/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
938,梅村　晴貴,Haruki UMEMURA,富山,MF,1995/05/14,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
939,梅山　修,Osamu UMEYAMA,新潟,DF,1973/08/16,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
940,浦　紘史,Hiroshi URA,山口,MF,1992/10/10,166/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
941,浦上　壮史,Takeshi URAKAMI,川崎Ｆ,GK,1969/02/07,183/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
942,浦上　仁騎,Niki URAKAMI,甲府,DF,1996/11/11,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
943,浦川　友希,Tomoki URAKAWA,山口,GK,2004/05/11,172/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
944,浦島　貴大,Takahiro URASHIMA,藤枝,DF,1988/05/12,174/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
945,浦田　樹,Itsuki URATA,北九州,DF,1997/01/29,177/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
946,浦田　尚希,Naoki URATA,甲府,FW,1974/06/27,172/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
947,浦田　延尚,Nobuhisa URATA,愛媛,DF,1989/09/13,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
948,卜部　太郎,Taro URABE,山形,FW,1977/07/11,169/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
949,占部　天寿,Tenju URABE,愛媛,DF,2004/06/06,179/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
950,浦本　賢太郎,Kentaro URAMOTO,大分,MF,1982/11/13,168/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
951,ウリダ,Tarik OULIDA,札幌,MF,1974/01/19,176/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
952,瓜生　昂勢,Kosei URYU,沼津,MF,1996/01/08,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
953,ウリンボエフ,Zabikhillo URINBOEV,徳島,FW,1995/03/30,186/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
954,漆館　拳大,Kenta URUSHIDATE,札幌,FW,2004/04/22,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
955,宇留野　純,Jun URUNO,熊本,FW,1979/10/23,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
956,ウーゴ,HUGO Henrique Assis Do Nascimento,群馬,MF,1980/10/27,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
957,ウーゴ,HUGO Guimaraes Silva Santos Almeida,岡山,FW,1986/01/06,180/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
958,ウーゴ　ヴィエイラ,Hugo Filipe Da Costa Oliveira(HUGO VIEIRA),札幌,FW,1988/07/25,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
959,ヴァウド,De Jesus Santos Andrevaldo(VALDO),清水,DF,1992/02/10,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
960,ヴァウド,Erivaldo Antonio Saraiva(VALDO),湘南,FW,1980/11/22,194/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
961,ヴァウメルソン,WALMERSON Garcia Praia,東京Ｖ,FW,1994/01/13,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
962,ヴァギネル,VAGNER Da Silva Sarti,甲府,MF,1978/01/09,176/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
963,ヴァシリェヴィッチ,Nikola VASILJEVIC,徳島,DF,1991/06/30,191/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
964,ヴァスティッチ,Ivica VASTIC,名古屋,FW,1969/09/29,183/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
965,ヴァルディネイ,VALDNEY Freitas Da Matta,大分,FW,1971/04/20,182/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
966,ヴァン　ズワム,Arno VAN ZWAM,磐田,GK,1969/09/16,188/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
967,ヴァンチャ,Robert VANCEA,千葉,DF,1976/09/28,179/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
968,ヴァンデルソン,Santos Pereira WANDERSON,清水,DF,1991/02/07,188/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
969,ヴァンデルソン,Costa Viana WANDERSON,岩手,MF,1994/02/07,164/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
970,ヴィエラ,Celso VIEIRA,仙台,MF,1974/09/25,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
971,ヴィジャマジョール,Juan Carlos VILLAMAYOR Medina,福岡,DF,1969/03/05,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
972,ヴィターリス　マクシメンコ,VITALIJS MAKSIMENKO,大宮,DF,1990/12/08,186/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
973,ヴィトール　ジュニオール,Vitor Silva Assis De Oliveira Junior(VITOR JUNIOR),川崎Ｆ,MF,1986/09/15,167/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
974,ヴィドマー,Aurelio VIDMAR,広島,FW,1967/02/03,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
975,ヴィニシウス,VINICIUS Goncalves Matheu,相模原,MF,1994/06/06,174/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
976,ヴィニシウス,Marcos VINICIUS Silva Cupertino,栃木,FW,1996/06/07,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
977,ヴィニシウス,Luis VINICIUS Da Silva Matos,仙台,DF,1995/01/26,186/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
978,ヴィニシウス　アラウージョ,Vinicius Vasconcelos Araujo(VINICIUS ARAUJO),山形,FW,1993/02/22,176/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
979,ヴィラジョンガ,Martin Raul VILALLONGA,福岡,FW,1970/10/08,181/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
980,ヴィンセント　ケイン（高木　ケイン）,Kayne VINCENT,岐阜,FW,1988/10/29,184/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
981,ヴィートル　ガブリエル,Alves Nery VITOR GABRIEL,鳥取,FW,1997/11/23,168/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
982,ヴコヴィッチ,Daniel VUKOVIC,仙台,GK,1985/03/27,188/96,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
983,ヴヤチッチ,Budimir VUJACIC,神戸,DF,1966/01/04,190/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%86
984,エイジソン,EYDISON Teofilo Soares,松本,FW,1988/05/30,178/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
985,エウシーニョ,Elson Ferreira De Souza(ELSINHO),清水,DF,1989/11/30,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
986,エウチーニョ,Elton Divino Celio(ELTINHO),横浜FM,DF,1987/07/07,171/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
987,エウトン,ELTON Rodrigues Brandao,千葉,FW,1985/08/01,184/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
988,エウベル,Jose ELBER Pimentel Da Silva,横浜FM,FW,1992/05/27,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
989,エウレル,EULLER Elias De Carvalho,鹿島,FW,1971/03/15,171/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
990,エウレー,Silva Cavalcanti Elosman EULLER,福岡,DF,1995/01/04,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
991,江頭　一輝,Kazuki EGASHIRA,岩手,MF,1997/05/13,179/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
992,江川　慶城,Genki EGAWA,京都,DF,2000/04/02,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
993,江川　重光,Shigemitsu EGAWA,神戸,MF,1966/01/31,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
994,江川　湧清,Yusei EGAWA,長崎,DF,2000/10/24,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
995,江口　倫司,Tomoji EGUCHI,福岡,FW,1977/04/22,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
996,江口　直生,Nao EGUCHI,秋田,MF,1992/03/22,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
997,江後　賢一,Kenichi EGO,愛媛,MF,1979/06/07,172/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
998,江坂　任,Ataru ESAKA,柏,MF,1992/05/31,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
999,江﨑　一仁,Kazuhito ESAKI,秋田,DF,1986/10/31,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1000,エジウソン,EDILSON Jose Da Silva,福岡,FW,1978/12/08,177/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1001,エジウソン,EDILSON Silva Ferreira,柏,FW,1970/09/17,167/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1002,エジガル　ジュニオ,EDIGAR JUNIO Teixeira Lima,長崎,FW,1991/05/06,174/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1003,エジソン,EDSON Aparecido De Souza,湘南,MF,1962/11/29,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1004,エジソン,EDSON Araujo Da Silva,大宮,FW,1980/07/26,177/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1005,エジソン,EDSON Dos Santos Reis,札幌,FW,1990/02/26,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1006,エジナウド,EDINALDO Batista Dos Santos,水戸,FW,1987/04/02,179/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1007,エジノ,EDNO Roberto Cunha,Ｃ大阪,FW,1983/05/31,183/92,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1008,エジバウド,EDVALDO Rojas Hermoza,湘南,FW,1985/11/17,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1009,エジミウソン,EDMILSON Alves,熊本,MF,1976/02/17,182/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1010,エジミウソン,EDMILSON Dos Santos Silva,Ｃ大阪,FW,1982/09/15,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1011,エジミウソン,EDMILSON Matias,横浜FM,FW,1974/03/26,176/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1012,エジミウソン,EDMILSON Carlos Abel,川崎Ｆ,MF,1974/02/23,177/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1013,エジムンド,EDMUNDO Alves De Souza Neto,浦和,FW,1971/04/02,173/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1014,江尻　篤彦,Atsuhiko EJIRI,千葉,MF,1967/07/12,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1015,エジーニョ,Edoson Silva Martins(EDINHO),鹿島,FW,1974/03/16,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1016,エジーニョ・バイアーノ,Edson Manoel Do Nascimento(EDINHO BAIANO),京都,DF,1967/07/27,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1017,エスクデロ,Osvaldo salvador ESCUDERO,浦和,DF,1960/10/15,0/0,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1018,エスクデロ　競飛王（エスクデロ　セルヒオ）,Sergio ESCUDERO,栃木,FW,1988/09/01,171/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1019,エステバン,Juan ESTIVEN Velez Upegui,徳島,MF,1982/02/09,176/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1020,江角　浩司,Koji EZUMI,富山,GK,1978/12/18,191/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1021,エセキエル　ハム,Ham Alessio Ezequiel Naim(EZEQUIEL HAM),岐阜,MF,1994/03/10,173/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1022,エゼキエウ,EZEQUIEL Santos da Silva,広島,MF,1998/03/09,167/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1023,江添　建次郎,Kenjiro EZOE,富山,DF,1982/08/25,181/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
1024,江田　広,Hiroshi EDA,川崎Ｆ,DF,1977/04/15,165/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%88
