,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
139,石川　直人,Naoto ISHIKAWA,水戸,MF,1989/11/07,174/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
140,石川　直宏,Naohiro ISHIKAWA,FC東京,MF,1981/05/12,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
141,石川　啓人,Hiroto ISHIKAWA,山口,MF,1998/07/16,172/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
142,石川　大徳,Hironori ISHIKAWA,相模原,DF,1988/01/06,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
143,石川　雅博,Masahiro ISHIKAWA,岩手,DF,1990/05/23,180/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
144,石川　裕司,Yuji ISHIKAWA,徳島,DF,1979/07/02,181/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
145,石川　隆汰,Ryuta ISHIKAWA,岡山,FW,1999/02/15,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
146,石垣　徳之,Noriyuki ISHIGAKI,相模原,DF,1997/11/30,175/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
147,石神　幸征,Kosei ISHIGAMI,鳥取,MF,1990/01/11,172/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
148,石上　将馬,Shoma ISHIGAMI,鳥取,MF,2002/03/30,168/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
149,石神　直哉,Naoya ISHIGAMI,北九州,DF,1985/03/02,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
150,石上　航,Wataru ISHIGAMI,広島,DF,2002/03/12,177/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
151,石亀　晃,Akira ISHIGAME,群馬,DF,1985/05/20,176/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
152,石ヶ森　荘真,Soma ISHIGAMORI,八戸,MF,2001/07/01,170/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
153,石黒　智久,Tomohisa ISHIGURO,富山,FW,1981/04/27,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
154,石毛　秀樹,Hideki ISHIGE,清水,MF,1994/09/21,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
155,石坂　元気,Genki ISHISAKA,富山,DF,1993/07/13,176/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
156,石崎　諒,Ryo ISHIZAKI,山口,MF,2004/05/26,172/57,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
157,石澤　典明,Noriaki ISHIZAWA,神戸,DF,1985/05/25,178/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
158,石末　龍治,Ryuji ISHIZUE,神戸,GK,1964/07/22,185/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
159,石谷　吾一,Goichi ISHITANI,鳥栖,FW,1979/07/06,169/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
160,石田　皓大,Kota ISHIDA,宮崎,DF,1997/02/13,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
161,石田　隼将,Hayato ISHIDA,岡山,FW,2002/08/12,159/51,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
162,石田　英之,Hideyuki ISHIDA,讃岐,FW,1982/04/15,169/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
163,石田　博行,Hiroyuki ISHIDA,鳥栖,FW,1979/08/31,172/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
164,石田　雅人,Masato ISHIDA,横浜FC,MF,1983/04/17,175/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
165,石田　雅俊,Masatoshi ISHIDA,沼津,FW,1995/05/04,178/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
166,石田　祐樹,Yuki ISHIDA,徳島,FW,1980/11/04,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
167,石田　侑資,Yusuke ISHIDA,鳥取,DF,2002/11/11,175/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
168,石田　凌太郎,Ryotaro ISHIDA,名古屋,MF,2001/12/13,176/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
169,石田　崚真,Ryoma ISHIDA,相模原,DF,1996/06/21,168/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
170,石舘　靖樹,Yasuki ISHIDATE,栃木,FW,1984/09/24,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
171,石津　快,Kai ISHITSU,鹿児島,MF,2002/05/13,164/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
172,石津　大介,Daisuke ISHIZU,福岡,FW,1990/01/15,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
173,石塚　啓次,Keiji ISHIZUKA,名古屋,FW,1974/08/26,184/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
174,石塚　心,Shin ISHIZUKA,横浜FM,DF,2003/10/12,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
175,石堂　和人,Kazuto ISHIDO,福島,MF,1982/04/01,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
176,石堂　圭太,Keita ISHIDO,福島,DF,1992/06/04,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
177,石原　克哉,Katsuya ISHIHARA,甲府,MF,1978/10/02,176/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
178,石原　澄海,Sukai ISHIHARA,鹿児島,FW,2005/07/30,172/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
179,石原　崇兆,Takayoshi ISHIHARA,仙台,MF,1992/11/17,172/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
180,石原　卓,Taku ISHIHARA,徳島,MF,1988/10/03,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
181,石原　大助,Daisuke ISHIHARA,甲府,DF,1971/12/09,170/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
182,石原　直樹,Naoki ISHIHARA,湘南,FW,1984/08/14,173/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
183,石原　広教,Hirokazu ISHIHARA,湘南,DF,1999/02/26,169/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
184,石橋　直希,Naoki ISHIBASHI,鳥栖,MF,1981/05/14,175/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
185,石橋　郁弥,Fumiya ISHIBASHI,名古屋,FW,2005/04/16,172/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
186,石櫃　洋祐,Yosuke ISHIBITSU,京都,DF,1983/07/23,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
187,石間　大誠,Taisei ISHIMA,鳥取,GK,2005/11/09,170/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
188,石丸　清隆,Kiyotaka ISHIMARU,愛媛,MF,1973/10/30,175/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
189,石森　禅,Zen ISHIMORI,岡山,GK,2002/04/23,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
190,石輪　聖人,Masato ISHIWA,鳥取,MF,1996/05/25,170/58,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
191,石渡　旭,Asahi ISHIWATA,福島,DF,1996/04/08,173/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
192,イジドーロ,Alex Sandro Santana De Oliveira(ISIDORO),川崎Ｆ,FW,1973/10/30,173/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
193,イスマイラ,Origbaajo ISMAILA,福島,FW,1998/08/04,188/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
194,イズマ,Tavares Cruz Da Silva Goncalves Esmael Ruti(ISMA),松本,FW,1991/06/25,181/91,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
195,出間　思努,Shido IZUMA,札幌,FW,2005/06/15,176/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
196,泉　彩稀,Saiki IZUMI,神戸,MF,2003/08/21,179/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
197,泉　宗太郎,Sotaro IZUMI,YS横浜,MF,1992/08/05,170/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
198,泉　孝明,Takaaki IZUMI,大分,FW,2002/11/09,168/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
199,泉　柊椰,Toya IZUMI,神戸,FW,2000/12/02,170/57,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
200,和泉　颯,Hayate IZUMI,甲府,GK,2003/08/30,180/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
201,泉　悠哉,Hiroya IZUMI,山口,DF,1992/12/18,170/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
202,和泉　竜司,Ryuji IZUMI,鹿島,MF,1993/11/06,173/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
203,泉澤　仁,Jin IZUMISAWA,甲府,MF,1991/12/17,165/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
204,伊勢　航,Ko ISE,Ｇ大阪,MF,2002/07/17,172/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
205,伊勢　渉,Wataru ISE,八戸,DF,1996/07/18,184/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
206,磯江　太勢,Taisei ISOE,鳥取,MF,1997/04/19,168/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
207,礒貝　洋光,Hiromitsu ISOGAI,浦和,MF,1969/04/19,176/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
208,磯崎　敬太,Keita ISOZAKI,鳥栖,DF,1980/11/17,180/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
209,礒田　由和,Yoshikazu ISODA,福岡,DF,1965/05/27,187/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
210,磯野　修久,Nobuhisa ISONO,水戸,MF,1974/01/08,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
211,磯部　勘太,Kanta ISOBE,磐田,GK,1999/01/19,181/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
212,磯村　亮太,Ryota ISOMURA,長崎,MF,1991/03/16,182/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
213,磯山　和司,Kazushi ISOYAMA,水戸,FW,1975/01/08,185/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
214,イタカレ,Elison Fagundes Dos Santos(ITACARE),札幌,FW,1987/08/21,181/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
215,板木　蓮,Ren ITAKI,新潟,DF,1998/06/18,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
216,板倉　滉,Ko ITAKURA,仙台,DF,1997/01/27,186/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
217,板倉　洸,Takeru ITAKURA,八戸,DF,1998/04/06,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
218,板野　圭竜,Yoshitatsu ITANO,岡山,DF,1995/11/30,185/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
219,板橋　洋青,Yosei ITAHASHI,鳥栖,GK,2001/08/11,185/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
220,市　晴貴,Haruki ICHI,鳥取,DF,2004/05/30,175/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
221,市川　暉記,Akinori ICHIKAWA,横浜FC,GK,1998/10/19,190/86,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
222,市川　恵多,Keita ICHIKAWA,群馬,DF,1990/10/03,179/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
223,市川　健志郎,Kenshiro ICHIKAWA,徳島,DF,2001/04/03,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
224,市河　太一,Taichi ICHIKAWA,岡山,MF,2004/02/03,169/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
225,市川　大祐,Daisuke ICHIKAWA,藤枝,DF,1980/05/14,181/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
226,市川　雅彦,Masahiko ICHIKAWA,大宮,FW,1985/09/17,170/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
227,一木　立一,Ryuichi ICHIKI,群馬,FW,1998/11/24,185/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
228,一井　賢人,Takahito ICHINOI,YS横浜,DF,1993/11/11,178/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
229,一瀬　透也,Toya ICHINOSE,大分,MF,2004/07/31,167/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
230,市原　大嗣,Hiroshi ICHIHARA,鳥栖,DF,1987/04/24,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
231,市原　充喜,Mitsuki ICHIHARA,千葉,DF,1986/01/31,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
232,市原　亮太,Ryota ICHIHARA,今治,DF,1998/05/25,184/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
233,市丸　瑞希,Mizuki ICHIMARU,琉球,MF,1997/05/08,174/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
234,一美　和成,Kazunari ICHIMI,Ｇ大阪,FW,1997/11/10,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
235,一宮　憲太,Kenta ICHIMIYA,YS横浜,DF,1998/02/24,173/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
236,市村　篤司,Atsushi ICHIMURA,讃岐,DF,1984/11/18,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
237,一森　純,Jun ICHIMORI,Ｇ大阪,GK,1991/07/02,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
238,一柳　夢吾,Yugo ICHIYANAGI,群馬,DF,1985/04/02,184/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
239,イッペイ　シノヅカ,Ippey SHINOZUKA,柏,MF,1995/03/20,177/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
240,井筒　陸也,Rikuya IZUTSU,徳島,DF,1994/02/10,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
241,井出　敬大,Keita IDE,栃木,DF,2001/08/18,180/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
242,井出　遥也,Haruya IDE,東京Ｖ,MF,1994/03/25,171/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
243,井手　真渚人,Manato IDE,大分,FW,2002/08/19,174/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
244,井手口　純,Jun IDEGUCHI,徳島,DF,1979/05/14,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
245,井手口　正昭,Masaaki IDEGUCHI,横浜FC,MF,1988/08/10,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
246,井手口　陽介,Yosuke IDEGUCHI,Ｇ大阪,MF,1996/08/23,171/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
247,糸井　岬,Misaki ITOI,山口,MF,2000/04/03,169/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
248,伊藤　彰,Akira ITO,徳島,MF,1972/09/19,176/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
249,伊藤　敦樹,Atsuki ITO,浦和,MF,1998/08/11,182/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
250,伊藤　淳嗣,Atsushi ITO,栃木,MF,1983/09/24,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
251,伊藤　和基,Kazuki ITO,YS横浜,FW,1987/08/08,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
252,伊藤　慧,Kei ITO,仙台,GK,1999/05/19,174/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
253,伊藤　健次,Kenji ITO,名古屋,FW,1976/06/29,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%84
