選手名,選手名_英語,最終所属,ポジション,生年月日,身長_体重
片渕　浩一郎,Koichiro KATAFUCHI,新潟,FW,1975/04/29,182/74
片山　瑛一,Eiichi KATAYAMA,清水,DF,1991/11/30,181/77
片山　奨典,Shosuke KATAYAMA,熊本,DF,1983/09/08,169/68
片山　真人,Masato KATAYAMA,松本,FW,1984/04/19,183/78
勝木　翔也,Shoya KATSUKI,大分,GK,2002/06/09,176/78
勝又　慶典,Yoshinori KATSUMATA,長野,FW,1985/12/07,174/69
金子　翔太,Shota KANEKO,清水,MF,1995/05/02,163/58
金古　聖司,Seiji KANEKO,鹿島,DF,1980/05/27,180/79
金子　星太,Seita KANEKO,清水,MF,2003/06/01,171/61
金子　大晟,Taisei KANEKO,YS横浜,FW,1998/08/14,170/65
金子　拓郎,Takuro KANEKO,札幌,MF,1997/07/30,178/68
金子　大毅,Daiki KANEKO,浦和,MF,1998/08/28,177/67
金子　剛,Tsuyoshi KANEKO,水戸,FW,1983/04/08,183/74
金子　誠,Makoto KANEKO,甲府,MF,1975/12/09,174/68
金子　昌広,Masahiro KANEKO,金沢,MF,1991/02/02,168/63
金子　勇樹,Yuki KANEKO,札幌,MF,1982/05/29,168/63
加藤　大智,Taichi KATO,Ｇ大阪,GK,1997/04/14,180/70
加藤　拓己,Takumi KATO,清水,FW,1999/07/16,180/84
加藤　豪宏,Takehiro KATO,大分,DF,1974/07/28,180/74
加藤　大喜,Daiki KATO,山口,GK,1995/12/26,182/75
加藤　大志,Daishi KATO,横浜FC,MF,1983/07/26,165/60
加藤　大也,Daiya KATO,清水,MF,2005/06/16,166/55
加藤　智陽,Chiharu KATO,磐田,DF,1996/04/11,174/70
加藤　千尋,Chihiro KATO,仙台,MF,1998/12/12,175/72
加藤　徹,Toru KATO,川崎Ｆ,DF,1995/06/10,177/75
加藤　寿一,Toshikazu KATO,福岡,DF,1981/05/28,181/73
笠原　綾也,Ryoya KASAHARA,山口,FW,2003/11/23,170/60
風間　宏希,Koki KAZAMA,琉球,MF,1991/06/19,177/71
風間　宏矢,Koya KAZAMA,琉球,MF,1993/04/16,180/71
河上　将平,Shohei KAWAKAMI,藤枝,MF,1997/10/26,169/66
川上　盛司,Seiji KAWAKAMI,相模原,DF,1995/06/20,171/68
川上　翼,Tsubasa KAWAKAMI,名古屋,GK,2003/10/15,175/77
川上　典洋,Norihiro KAWAKAMI,相模原,DF,1987/04/04,184/78
川上　優樹,Yuki KAWAKAMI,群馬,DF,1997/07/18,184/72
川上　悠斗,Yuto KAWAKAMI,岡山,MF,2000/05/28,168/59
川上　陽星,Yosei KAWAKAMI,岡山,MF,2001/07/09,173/63
川上　竜,Ryu KAWAKAMI,相模原,MF,1994/10/25,177/73
川北　裕介,Yusuke KAWAKITA,愛媛,GK,1978/05/13,184/80
川岸　祐輔,Yusuke KAWAGISHI,群馬,DF,1992/05/26,187/81
河野　貴志,Takashi KAWANO,北九州,DF,1996/06/17,186/85
河野　広貴,Hiroki KAWANO,東京Ｖ,MF,1990/03/30,168/65
河野　陸,Riku KAWANO,徳島,DF,2003/02/14,176/60
河野　諒祐,Ryosuke KAWANO,岡山,DF,1994/12/24,176/70
河原　和寿,Kazuhisa KAWAHARA,愛媛,FW,1987/01/29,173/67
川原　周剛,Shugo KAWAHARA,岡山,MF,1980/02/14,175/65
河原　創,So KAWAHARA,熊本,MF,1998/03/13,169/65
川原　達也,Tatsuya KAWAHARA,群馬,DF,1985/12/16,183/79
川原　颯斗,Hayato KAWAHARA,札幌,DF,2003/10/02,174/64
河原塚　毅,Takeshi KAWAHARAZUKA,新潟,FW,1975/02/01,174/63
尾身　俊哉,Toshiya OMI,YS横浜,DF,1995/10/10,168/64
小村　徳男,Norio OMURA,横浜FC,DF,1969/09/06,181/79
尾村　航,Wataru OMURA,水戸,GK,1998/04/04,184/76
表原　玄太,Genta OMOTEHARA,松本,MF,1996/02/28,167/67
尾本　敬,Kei OMOTO,秋田,DF,1984/07/21,182/74
面矢　行斗,Yukuto OMOYA,栃木,DF,1998/08/29,180/77
オラロイ,Aurelian Cosmin OLAROIU,千葉,DF,1969/06/10,187/85
折口　輝樹,Teruki ORIGUCHI,Ｃ大阪,GK,2001/05/21,183/72
オリバ,Fernando Nicolas OLIVA,清水,FW,1971/09/26,180/80
オリビエ,Sie Donald OLIVIER,名古屋,FW,1970/04/03,175/72
オリベイラ,Riuler De OLIVEIRA Faustino,湘南,MF,1998/01/25,177/77
オリベイラ,Padilha De OLIVEIRA Leandro Aparecido,群馬,MF,1988/01/02,172/67
オリヴァー　ボザニッチ,Oliver John Bozanic(OLIVER BOZANIC),甲府,MF,1989/01/08,177/75
オリヴィエ　ブマル,OLIVIER BOUMAL,横浜FM,MF,1989/09/17,174/67
オルシーニ,Nicolas ORSINI,岡山,FW,1994/09/12,187/85
オルティゴサ,Jose Maria ORTIGOZA Ortiz,甲府,FW,1987/04/01,177/75
オルティス,Angel Antonio ORTIZ Cabrera,湘南,MF,1977/12/27,177/70
オルンガ,Michael OLUNGA Ogada,柏,FW,1994/03/26,193/85
オレグ,OLEG Pachinine,広島,DF,1974/09/12,185/80
オーマン,OEHMAN Silwerfeldt Carl Ludvig,名古屋,DF,1991/10/09,191/84
オーロイ,Tor Hogne AAROY,千葉,FW,1977/03/20,204/92
小幡　純平,Jumpei OBATA,琉球,MF,1988/12/13,165/62
小畑　裕馬,Yuma OBATA,仙台,GK,2001/11/07,185/81
小畠　伝人,Tento OBATAKE,鹿児島,DF,2004/05/27,168/61
オビ　パウエル　オビンナ,Powell Obinna OBI,横浜FM,GK,1997/12/18,193/85
小枇　ランディー　エメカ,Randy Emeka OBI,新潟,FW,1999/04/30,195/76
オビク,Michael Edirin OBIKU,福岡,FW,1968/09/24,184/82
オビナ,Manuel De Brito Filho(OBINA),松本,FW,1983/01/31,183/86
オフォエドゥ,Chico OFOEDU,鳥栖,FW,1992/11/12,173/70
尾亦　弘友希,Hiroyuki OMATA,福岡,DF,1983/09/01,180/74
小見　恵吾,Keigo OMI,富山,DF,1992/08/01,190/83
上林　豪,Go KAMBAYASHI,Ｃ大阪,GK,2002/08/18,185/74
上米良　柊人,Shuto KAMMERA,長野,MF,1996/07/02,167/66
カーリッチ,Amir KARIC,Ｇ大阪,MF,1973/12/31,180/78
ガウボン,Jose Antonio Martins GALVAO,甲府,FW,1982/07/08,187/80
ガオ　テンイウ,GAO Tianyu,岩手,FW,2001/01/20,169/68
ガスパル,Jozef GASPAR,仙台,DF,1977/08/23,191/85
我那覇　和樹,Kazuki GANAHA,讃岐,FW,1980/09/26,181/76
ガビリア,Herman GAVIRIA Carvajal,湘南,MF,1969/11/27,185/78
ガブリエル,GABRIEL Rodrigues Da Silva,甲府,FW,1996/02/15,193/86
ガブリエル,GABRIEL Santana Pinto,柏,MF,1990/01/06,178/66
川村　拓夢,Takumu KAWAMURA,愛媛,MF,1999/08/28,183/72
河村　優,Yu KAWAMURA,札幌,MF,1980/12/01,170/64
川村　琉偉,Rui KAWAMURA,琉球,FW,2003/01/07,167/58
河本　明人,Akito KAWAMOTO,甲府,FW,1990/05/01,174/71
川元　正英,Masahide KAWAMOTO,川崎Ｆ,DF,1971/06/21,182/73
河本　充弘,Mitsuhiro KAWAMOTO,東京Ｖ,DF,1971/06/12,176/65
川本　良二,Ryoji KAWAMOTO,愛媛,GK,1982/09/25,181/67
川本　梨誉,Riyo KAWAMOTO,岡山,FW,2001/06/11,178/70
川森　有真,Yuma KAWAMORI,鹿児島,FW,1993/02/01,174/71
河原木　響,Hibiki KAWARAGI,浦和,MF,2005/05/12,170/61
河原地　亮太,Ryota KAWARAJI,横浜FM,FW,1998/06/14,166/55
川原田　湧,Yu KAWARADA,横浜FM,MF,1998/04/05,161/52
菅　和範,Kazunori KAN,栃木,DF,1985/11/11,177/75
カン　ジュガン,KANG Jukwang,琉球,MF,1994/08/17,182/75
カン　スイル,KANG Soo Il,東京Ｖ,FW,1987/07/15,184/74
姜　成浩,KANG Song Ho,金沢,MF,1987/05/28,186/80
姜　鉉守,KANG Hyun Su,富山,MF,1984/06/16,172/64
姜　曉一,KANG Hyo Il,岐阜,FW,1988/03/28,170/63
カン　ユング,GANG Yoon Goo,愛媛,DF,1993/02/08,168/68
神崎　大輔,Daisuke KANZAKI,北九州,MF,1985/02/02,177/67
河端　和哉,Kazuya KAWABATA,琉球,DF,1981/10/22,174/75
河辺　駿太郎,Shuntaro KAWABE,YS横浜,FW,1996/05/26,166/65
川辺　駿,Hayao KAWABE,広島,MF,1995/09/08,178/70
川邊　裕紀,Yuki KAWABE,琉球,DF,1987/04/02,182/75
川前　陽斗,Haruto KAWAMAE,沼津,DF,2002/04/14,182/70
川前　力也,Rikiya KAWAMAE,水戸,DF,1971/08/20,180/72
川又　堅碁,Kengo KAWAMATA,千葉,FW,1989/10/14,184/76
川俣　慎一郎,Shinichiro KAWAMATA,鹿島,GK,1989/07/23,188/86
川村　淳一,Junichi KAWAMURA,神戸,FW,1980/06/24,168/63
河村　崇大,Takahiro KAWAMURA,東京Ｖ,MF,1979/10/04,181/75
ガブリエル,GABRIEL Donizette De Santana,神戸,MF,1987/09/08,174/70
ガブリエル,GABRIEL Okechukwu,札幌,FW,1995/08/26,188/72
ガブリエル　シャビエル,Gabriel Augusto Xavier(GABRIEL XAVIER),名古屋,FW,1993/07/15,169/68
ガブリエル　ナシメント,Gabriel Henrique Nascimento dos Santos(GABRIEL NASCIMENTO),横浜FM,MF,2002/07/24,174/73
賀谷　英司,Eiji GAYA,仙台,DF,1969/02/08,176/71
ガルサ,Edson Rodrigues(GARCA),名古屋,DF,1967/03/13,184/75
ガレアーノ,Marcos Aurelio GALEANO,Ｇ大阪,MF,1972/03/28,181/79
ガヴィオン,Carlos Alberto Rodrigues GAVIAO,磐田,MF,1980/02/02,180/75
神田　勝夫,Katsuo KANDA,新潟,DF,1966/06/21,182/74
神田　渉馬,Shoma KANDA,松本,GK,2002/07/09,183/67
神田　翔哉,Shoya KANDA,鳥取,DF,2003/02/26,179/64
神田　文之,Fumiyuki KANDA,甲府,MF,1977/09/29,176/71
神田　夢実,Yumemi KANDA,YS横浜,MF,1994/09/14,170/63
菅野　紘希,Koki KANNO,札幌,DF,2002/10/25,183/80
菅野　将太,Shota KANNO,富山,MF,1984/01/06,170/65
菅野　翔斗,Taketo KANNO,広島,FW,2003/01/02,174/71
菅野　哲也,Tetsuya KANNO,長野,MF,1989/08/30,173/72
菅野　将晃,Masaaki KANNO,京都,MF,1960/08/15,175/72
楠神　順平,Jumpei KUSUKAMI,清水,MF,1987/08/27,171/63
楠瀬　章仁,Akihito KUSUNOSE,松本,MF,1986/12/04,171/65
楠美　圭史,Keishi KUSUMI,今治,MF,1994/07/25,177/67
楠元　秀真,Shuma KUSUMOTO,富山,DF,1992/09/12,190/78
楠本　卓海,Takumi KUSUMOTO,山口,DF,1995/12/10,182/76
楠本　幸雄,Yukio KUSUMOTO,清水,GK,1999/05/18,185/80
久高　友雄,Tomoo KUDAKA,Ｃ大阪,MF,1963/03/14,168/65
沓掛　勇太,Yuta KUTSUKAKE,沼津,MF,1991/11/12,180/78
忽那　喬司,Kyoji KUTSUNA,愛媛,MF,1997/08/20,174/65
工藤　蒼生,Aoi KUDO,仙台,MF,2000/05/31,166/66
久藤　清一,Kiyokazu KUDO,福岡,MF,1974/06/21,173/69
工藤　孝太,Kota KUDO,浦和,DF,2003/08/13,180/72
工藤　浩平,Kohei KUDO,千葉,MF,1984/08/28,166/58
工藤　宗大,Sodai KUDO,大分,DF,2002/04/04,183/67
工藤　大雅,Taiga KUDO,大分,MF,2001/07/28,171/69
工藤　壮人,Masato KUDO,山口,FW,1990/05/06,177/72
工藤　真人,Manato KUDO,仙台,MF,2001/05/07,171/71
工藤　光輝,Mitsuteru KUDO,岩手,FW,1991/08/23,170/66
工藤　祐生,Yusei KUDO,相模原,DF,1986/04/05,185/78
工藤　由夢,Yumu KUDO,YS横浜,MF,1990/06/06,172/65
ク　ソンユン,GU Sung Yun,札幌,GK,1994/06/27,195/82
ク　ボンヒョク,KOO Bonhyeok,山形,MF,1998/02/09,175/68
クォン　スンテ,KWOUN Sun Tae,鹿島,GK,1984/09/11,184/85
クォン　ソックン,KWON Seok Geun,熊本,MF,1983/05/08,170/65
クォン　ハンジン,KWEON Han Jin,熊本,DF,1988/05/19,187/79
クォン　ヨンジン,KWON Young Jin,水戸,MF,1991/01/23,176/74
クォン　ヨンホ,KWON Young Ho,藤枝,DF,1992/07/31,190/80
久木田　紳吾,Shingo KUKITA,群馬,DF,1988/09/24,178/70
久木野　聡,Satoshi KUKINO,町田,FW,1987/04/16,173/69
釘﨑　康臣,Yasuomi KUGISAKI,福岡,DF,1982/05/03,176/71
草木　克洋,Katsuhiro KUSAKI,京都,MF,1962/04/12,177/71
草住　晃之介,Konosuke KUSAZUMI,FC東京,DF,2000/07/12,176/68
草野　修治,Shuji KUSANO,仙台,FW,1970/04/02,179/73
草野　真人,Manato KUSANO,愛媛,GK,2001/12/09,179/69
草野　侑己,Yuki KUSANO,山口,FW,1996/07/21,169/65
櫛田　一斗,Kazuto KUSHIDA,岩手,MF,1987/01/20,169/62
櫛野　亮,Ryo KUSHINO,千葉,GK,1979/03/03,185/76
櫛引　一紀,Kazuki KUSHIBIKI,大宮,DF,1993/02/12,182/82
櫛引　政敏,Masatoshi KUSHIBIKI,山形,GK,1993/01/29,186/85
櫛引　実,Minoru KUSHIBIKI,福岡,GK,1967/06/10,186/82
久保　海都,Kaito KUBO,岩手,DF,1993/11/05,181/78
久保　征一郎,Seiichiro KUBO,FC東京,FW,2001/06/22,185/69
久保　政二,Seiji KUBO,名古屋,DF,1973/08/21,177/70
久保　拓海,Takumi KUBO,仙台,DF,1999/06/30,175/67
久保　建英,Takefusa KUBO,FC東京,MF,2001/06/04,173/67
久保　竜彦,Tatsuhiko KUBO,広島,FW,1976/06/18,181/73
久保　飛翔,Tsubasa KUBO,岡山,DF,1993/11/10,184/84
久保　裕一,Yuichi KUBO,相模原,FW,1988/09/26,182/76
久保　裕也,Yuya KUBO,京都,FW,1993/12/24,177/68
久保島　健晴,Takeharu KUBOSHIMA,札幌,FW,2005/04/29,168/52
工藤　瑠衣,Ryui KUDO,山口,DF,2002/06/15,187/70
邦本　宜裕,Takahiro KUNIMOTO,福岡,FW,1997/10/08,175/77
国本　玲央,Reo KUNIMOTO,山口,DF,2001/09/01,186/75
國吉　貴博,Takahiro KUNIYOSHI,富山,MF,1988/05/28,170/64
クネズ,Srda Knezevic(KNEZ),長崎,DF,1985/04/15,180/77
久野　純弥,Junya KUNO,福島,FW,1988/08/16,170/64
久野　智昭,Tomoaki KUNO,川崎Ｆ,MF,1973/09/25,170/68
久場　光,Hikaru KUBA,愛媛,FW,1990/04/09,165/57
久場　政朋,Masatomo KUBA,東京Ｖ,MF,1984/11/21,172/64
クビツァ,Andrzej KUBICA,大分,FW,1972/07/07,190/85
クライトン,CLAITON Alberto Fontoura Dos Santos,札幌,MF,1978/01/25,179/82
クラウジオ,CLAUDIO Luiz Assumpcao de Freitas,Ｃ大阪,DF,1972/03/31,188/84
クラウジーニョ,Claudio Batista Dos Santos(CLAUDINHO),Ｃ大阪,MF,1967/04/19,180/72
クラウデシール,CLAUDECIR Aparecido De Aguiar,鹿島,MF,1975/10/15,189/79
倉尾　都夢,Tomu KURAO,大分,MF,2003/05/16,172/67
倉員　宏人,Hiroto KURAKAZU,鳥栖,DF,1999/05/29,174/71
藏川　洋平,Yohei KURAKAWA,熊本,DF,1977/08/10,173/70
蔵田　岬平,Kohei KURATA,沼津,MF,1990/09/22,175/70
藏田　茂樹,Shigeki KURATA,福岡,DF,1972/06/22,177/77
倉田　秋,Shu KURATA,Ｇ大阪,MF,1988/11/26,172/68
久保田　陽,Akira KUBOTA,京都,MF,1973/04/12,168/63
久保田　和音,Kazune KUBOTA,群馬,MF,1997/01/01,170/62
久保田　学,Manabu KUBOTA,横浜FC,FW,1981/06/27,180/70
窪田　龍二,Ryuji KUBOTA,神戸,MF,1976/07/24,185/80
窪田　稜,Ryo KUBOTA,金沢,MF,2001/01/05,171/66
窪田　良,Ryo KUBOTA,相模原,MF,1991/04/08,175/65
久保田　琳太,Rinta KUBOTA,札幌,DF,2003/12/11,181/79
久保山　由清,Yoshikiyo KUBOYAMA,清水,FW,1976/07/21,171/64
熊谷　アンドリュー,Andrew KUMAGAI,千葉,MF,1993/06/06,181/77
熊谷　奎哉,Keiya KUMAGAI,仙台,MF,1998/05/04,177/67
熊谷　浩二,Koji KUMAGAI,仙台,MF,1975/10/23,177/68
熊谷　駿,Shun KUMAGAI,甲府,DF,1996/08/07,190/84
熊谷　達也,Tatsuya KUMAGAI,秋田,MF,1992/09/25,167/58
熊谷　雅彦,Masahiko KUMAGAI,熊本,MF,1975/11/23,178/70
熊川　翔,Kakeru KUMAGAWA,YS横浜,DF,1997/04/02,173/62
熊澤　圭祐,Keisuke KUMAZAWA,鳥取,MF,1989/06/29,180/68
熊林　親吾,Shingo KUMABAYASHI,秋田,MF,1981/06/23,169/68
熊本　雄太,Yuta KUMAMOTO,山形,DF,1995/07/18,186/83
久米　航太郎,Kotaro KUME,徳島,DF,2000/05/29,166/63
公文　裕明,Hiroaki KUMON,横浜FC,DF,1966/10/20,169/67
倉貫　一毅,Kazuki KURANUKI,鳥取,MF,1978/11/10,172/61
倉本　崇史,Takashi KURAMOTO,水戸,DF,1984/08/08,178/74
栗澤　僚一,Ryoichi KURISAWA,柏,MF,1982/09/05,170/64
栗島　健太,Kenta KURISHIMA,岩手,MF,1997/04/19,175/74
クリスチャン,CRISTIAN Alex Da Silva Santos,岐阜,FW,1993/12/01,188/84
クリスティアン,CHRISTIAN Correa Dionisio,大宮,FW,1975/04/23,186/83
クリスティアーノ,CRISTIANO Da Silva,柏,FW,1987/01/12,183/83
クリスラン,CRISLAN Henrique Da Silva De Sousa,湘南,FW,1992/03/13,187/85
栗田　詩音,Shion KURITA,清水,DF,2000/07/24,175/65
栗田　泰次郎,Taijiro KURITA,水戸,MF,1975/03/03,181/71
グッドマン,Donald Ralph GOODMAN,広島,MF,1966/05/09,180/84
グラウ,Rodrigo GRAL,大宮,FW,1977/02/21,176/70
グラウシオ,GLAUCIO De Jesus Carvalho,福岡,FW,1975/11/11,171/69
グリフィス,Joel GRIFFITHS,福岡,FW,1979/08/21,181/78
郡司　健太朗,Kentaro GUNJI,YS横浜,FW,1992/07/06,185/82
グーガ,Alexandre Da Silva(GUGA),Ｃ大阪,FW,1964/06/14,181/76
車屋　紳太郎,Shintaro KURUMAYA,川崎Ｆ,DF,1992/04/05,178/75
クルーク,Ian Stuart CROOK,広島,MF,1963/01/18,170/63
クルーニー,Giovanni Pierre CLUNIE Asenjo,金沢,FW,1994/12/20,193/82
クレイトン　ドミンゲス,KLEITON DOMINGUES Barbosa,岐阜,MF,1988/04/02,173/69
クレオ,Cleverson Gabriel Cordova(CLEO),柏,FW,1985/08/09,185/80
クレビーニョ,KLEBER Augusto Caetano Leite Filho(KLEBINHO),東京Ｖ,DF,1998/08/02,164/61
クレベルソン,CLEBERSON Luis Marques,徳島,FW,1984/07/04,182/72
クレーベ,KLEBER Laube Pinheiro,横浜FC,FW,1990/05/02,187/83
クレーベル,CLEBER Alexandre Gomes,水戸,FW,1976/05/07,178/72
クレーベル,KLEBER Romero,札幌,MF,1976/02/14,187/68
栗田　マークアジェイ,Mark Ajay KURITA,讃岐,FW,1998/03/07,180/72
栗原　克志,Katsushi KURIHARA,千葉,DF,1977/07/29,175/70
栗原　圭介,Keisuke KURIHARA,栃木,MF,1973/05/20,174/67
栗原　秀輔,Shusuke KURIHARA,横浜FM,MF,2000/04/24,176/62
栗原　勇蔵,Yuzo KURIHARA,横浜FM,DF,1983/09/18,184/80
栗原　イブラヒム　ジュニア,Ibrahim Junior KURIBARA,清水,FW,2001/08/14,191/88
栗山　直樹,Naoki KURIYAMA,山形,DF,1990/12/08,180/77
栗山　裕貴,Yuki KURIYAMA,鳥栖,FW,1988/09/15,171/64
栗脇　拓人,Takuto KURIWAKI,川崎Ｆ,MF,1998/12/09,172/60
クルプニコビッチ（クルプニ）,Nebojsa KRUPNIKOVIC,千葉,MF,1973/08/15,184/80
黒木　晃平,Kohei KUROKI,熊本,MF,1989/07/31,175/70
黒木　聖仁,Masato KUROGI,富山,DF,1989/10/24,180/72
黒﨑　隼人,Hayato KUROSAKI,大分,DF,1996/09/05,182/77
黒崎　久志（比差支）,Hisashi KUROSAKI,大宮,FW,1968/05/08,185/80
黒瀬　純哉,Junya KUROSE,宮崎,DF,1994/07/09,171/69
黒田　拓真,Takuma KURODA,山口,MF,1992/02/18,168/62
黒津　勝,Masaru KUROTSU,鳥取,FW,1982/08/20,179/72
黒野　崇人,Takato KURONO,名古屋,FW,2004/11/02,172/70
黒部　光昭,Teruaki KUROBE,富山,FW,1978/03/06,177/76
鍬先　祐弥,Yuya KUWASAKI,長崎,MF,1998/05/15,175/72
桑島　良汰,Ryota KUWAJIMA,今治,FW,1992/09/05,175/67
鍬田　一雅,Kazuma KUWATA,相模原,MF,2000/04/20,176/72
桒田　慎一朗,Shinichiro KUWADA,岡山,FW,1986/12/06,178/70
桑原　海人,Kaito KUWAHARA,福岡,DF,2000/10/05,168/67
桑原　剛,Takeshi KUWAHARA,群馬,MF,1985/05/10,170/65
桑原　裕義,Hiroyoshi KUWABARA,北九州,MF,1971/10/02,180/70
クレーベル,CLEBER Eduardo Arado,京都,FW,1972/10/11,180/77
クレーベル,CLEBER Santana Loureiro,柏,MF,1981/06/27,186/83
黒石　貴哉,Takaya KUROISHI,八戸,FW,1997/02/24,183/73
黒氏　啓介,Keisuke KUROUJI,YS横浜,MF,1991/04/06,178/72
黒川　淳史,Atsushi KUROKAWA,大宮,MF,1998/02/04,170/65
黒川　圭介,Keisuke KUROKAWA,Ｇ大阪,DF,1997/04/13,173/70
黒河　貴矢,Takaya KUROKAWA,新潟,GK,1981/04/07,184/78
黒川　雷平,Raihei KUROKAWA,愛媛,GK,2003/06/07,195/85
黒木　恭平,Kyohei KUROKI,京都,DF,1989/07/31,172/68
黒木　晃賢,Koken KUROKI,相模原,MF,1996/08/22,171/63
グエン　コンフォン,NGUYEN CONG PHUONG,水戸,FW,1995/01/21,168/65
グエン　トゥアン　アイン,NGUYEN TUAN ANH,横浜FC,MF,1995/05/16,176/65
グスタボ,GUSTAVO Santos Costa,熊本,FW,1996/06/25,177/77
グスタヴォ,GUSTAVO Salgueiro De Almeida Correia,山形,FW,1984/07/07,181/69
キム　ヒョン,KIM Hyun,栃木,FW,1993/05/03,190/86
キム　ヒョンソク,KIM Hyun Seog,東京Ｖ,FW,1967/05/05,177/76
金　炫成,KIM Hyun Sung,相模原,GK,1993/03/28,191/82
金　賢聖,KIM Hyun Sung,清水,FW,1989/09/27,186/77
キム　ヒョンボム,KIM Hyunbeom,琉球,DF,1998/08/15,185/75
キム　ビョンスク,KIM Byung Suk,鳥栖,MF,1985/09/17,185/75
キム　ビョンヨン,KIM Byeong Yeon,熊本,MF,1994/04/25,180/73
キム　ホ,KIM Ho,岐阜,MF,1998/03/15,173/70
金　浩男,KIM Ho Nam,鳥栖,MF,1989/06/14,178/72
キム　ホヨン,KIM Ho Yeong,讃岐,DF,1997/04/26,187/75
金　正也,KIM Jungya,藤枝,DF,1988/05/17,183/74
金　珍圭,KIM Jin Kyu,岡山,DF,1985/02/16,184/80
金　珍洙,KIM Jin Su,新潟,DF,1992/06/13,176/67
キム　ジンヒョン,KIM Jin Hyeon,Ｃ大阪,GK,1987/07/06,192/82
キム　スンギュ,KIM Seung Gyu,柏,GK,1990/09/30,187/84
キム　スンヨン（金　承龍）,KIM Seung Yong,Ｇ大阪,MF,1985/03/14,181/73
金　聖基,KIM Song Gi,藤枝,DF,1988/10/23,190/83
キム　ソンジュン,KIM Sung Joon,Ｃ大阪,MF,1988/04/08,174/68
金　成純,KIM Song Sun,琉球,MF,1995/12/31,168/61
金　誠敏,KIM Songmin,FC東京,MF,2001/05/23,177/67
金　善珉,KIM Sun Min,鳥取,MF,1991/12/12,166/64
金　成勇,KIM Seng Yong,群馬,FW,1987/02/26,186/77
キム　チャンス,KIM Chang Soo,柏,DF,1985/09/12,179/74
キム　チャンフン,KIM Chang Hun,大分,DF,1990/02/17,188/76
キム　チョルホ（金　喆鎬）,KIM Chol Ho,群馬,GK,1995/10/25,187/84
キム　テソン,KIM Tea Sung,金沢,MF,1997/07/22,178/76
キム　テヨン,KIM Tae Yeon,熊本,MF,1988/06/27,183/75
金　大儀,KIM Dae Eui,千葉,FW,1974/05/30,175/70
金　度勲,KIM Do Hoon,神戸,FW,1970/07/21,183/78
金　徒均,KIM Do Kyun,京都,MF,1977/01/13,184/78
菊池　柊太,Shuta KIKUCHI,水戸,GK,2001/11/23,185/71
菊地　俊介,Shunsuke KIKUCHI,大宮,MF,1991/10/04,180/75
菊池　将太,Shota KIKUCHI,岩手,FW,1993/05/14,178/82
菊池　新吉,Shinkichi KIKUCHI,東京Ｖ,GK,1967/04/12,182/80
菊池　大介,Daisuke KIKUCHI,栃木,MF,1991/04/12,172/68
菊池　利三,Toshimi KIKUCHI,東京Ｖ,DF,1973/06/17,178/72
菊地　直哉,Naoya KIKUCHI,福岡,DF,1984/11/24,181/74
菊池　流帆,Ryuho KIKUCHI,神戸,DF,1996/12/09,188/80
菊野　太紀,Taiki KIKUNO,琉球,DF,1992/07/07,184/78
菊原　志郎,Shiro KIKUHARA,東京Ｖ,MF,1969/07/07,167/62
金　尚佑,KIM Sang Woo,徳島,MF,1987/05/18,174/64
金　信泳,KIM Shin Young,長野,FW,1983/06/16,186/80
金　載桓,KIM Jae Hoan,札幌,DF,1988/05/27,184/76
キム　ジョンウ（金　正友）,KIM Jung Woo,名古屋,MF,1982/05/09,183/70
キム　ジョンソク,KIM Jeong Seok,山口,MF,1994/01/03,179/65
キム　ジョンソン,KIM Jong Song,札幌,FW,1964/04/23,183/73
キム　ジョンヒョン,KIM Jeong Hyun,大分,MF,1993/06/01,185/80
金　正賢,KIM Jung Hyun,岐阜,MF,1990/01/03,175/70
キム　ジョンピル（金　鐘必）,KIM Jong Pil,徳島,DF,1992/03/09,181/72
キム　ジョンミン,KIM Jong Min,岡山,FW,1992/08/11,188/76
金　弘淵,KIM Hong Yeon,八戸,FW,1990/06/12,183/75
キム　ボギョン,KIM Bo Kyung,柏,MF,1989/10/06,178/73
キム　ボムヨン,KIM Byeom Yong,千葉,DF,1990/07/29,181/72
金　民友,KIM Min Woo,鳥栖,MF,1990/02/25,172/69
金　珉浩,KIM Minho,鳥栖,GK,2000/01/26,192/83
金　民均,KIM Min Kyun,岡山,FW,1988/11/30,173/68
キム　ミンジェ,KIM Min Je,愛媛,DF,1989/09/12,169/69
キム　ミンジュン,KIM Min Jun,福島,GK,2000/01/09,187/81
キム　ミンテ,KIM Min Tae,札幌,DF,1993/11/26,187/78
キム　ミンヒョク,KIM Min Hyeok,鳥栖,DF,1992/02/27,187/73
北爪　健吾,Kengo KITAZUME,柏,DF,1992/04/30,177/74
北出　勉,Tsutomu KITADE,湘南,DF,1978/09/18,176/67
北出　尚大,Naohiro KITADE,Ｃ大阪,MF,1973/05/14,176/70
木谷　公亮,Kosuke KITANI,岐阜,DF,1978/10/09,183/77
北野　翔,Sho KITANO,神戸,FW,1984/11/20,165/62
北野　颯太,Sota KITANO,Ｃ大阪,FW,2004/08/13,170/58
北野　貴之,Takashi KITANO,鳥取,GK,1982/10/04,186/82
北橋　将治,Masaharu KITAHASHI,名古屋,GK,2004/07/09,184/76
北原　一樹,Itsuki KITAHARA,京都,GK,2001/05/10,189/78
北原　健二,Kenji KITAHARA,水戸,MF,1976/05/10,174/71
